title,body
Kitaboka,"For Time
Buy-In: 2,008 meter Run

Then, 4 Rounds of:
3 Deadlifts (315/225 lb)
21 Bar Over Burpees

Cash-Out: 2,019 meter Run

Wear a Weight Vest (20/14 lb)"
Kjall,"AMRAP (in a Team of 3) in 45 minutes
Buy-In:
1,962 meter Row
210 Back Squats (50/35 kg)

Then, AMRAP in remaining time of:
57 Burpees
57 Deadlifts (80/55 kg)
57 Kettlebell Swings (24/20 kg)"
Klepto,"4 Rounds For Time
27 Box Jumps (24/20 in)
20 Burpees
11 Squat Cleans (145/100 lb)"
Knowlton,"AMRAP in 17 minutes
9 Ruck Upright Row (30/20 lb)
16 Ruck Swings (30/20 lb)
76 Paces Sandbag and Ruck Carry (60/40 lb, 30/20 lb)

Buy-Out: 1 mile Heavy Ruck"
Kobe,"AMRAP in 13 minutes
8 Thrusters (95/65 lb)
24 Box Jumps (24/20 in)"
Kobe,"AMRAP in 24 minutes
240 meter Run
8 Pull-Ups
8 Thrusters (95/65 lb)
8 Medicine Ball Slams (30/20 lb)"
Kobe &amp; Gigi,"For Time
24 Power Cleans (115/75 lb)
2 Handstand Push-Ups
24 Shoulder-to-Overheads (115/75 lb)
2 Handstand Push-Ups
24 Kettlebell Swings (53/35 lb)
2 Handstand Push-Ups
24 Deadlifts (115/75 lb)
2 Handstand Push-Ups
24 Box Jumps (24/20 in)
2 Handstand Push-Ups
24 Power Snatches (115/75 lb)
2 Handstand Push-Ups
24 Bar Facing Burpees
2 Handstand Push-Ups
24 Double-Unders
2 Handstand Push-Ups"
Koch,"For Time
400 meter Run
50 Wall Ball Shots (20/14 lb)
50 Pull-Ups
50 Sumo Deadlift High-Pulls (75/55 lb)

400 meter Run
25 Wall Ball Shots (20/14 lb)
25 Pull-Ups
25 Sumo Deadlift High-Pulls (75/55 lb)

400 meter Run
15 Wall Ball Shots (20/14 lb)
15 Pull-Ups
15 Sumo Deadlift High-Pulls (75/55 lb)"
Kody,"22 Rounds for Time (with a Partner)
9 Burpees
8 Ground-to-Overheads (95/65 lb)

Then, complete:
2,000 meter Row"
Korean Memorial Day,"For Time
Cash-In:
1950 meter Row

Then, 3 rounds of:
6 Snatches (135/95 lb)
25 Push-Ups

Then, 8 Rounds of:
6 Front Squats (135/95 lb)
25 Double-Unders

Cash-Out:
1953 meter Row"
Kortz,"For Time
101 Back Squats (135/95 lb)
101 Lunges (135/95 lb)
101 Box Jumps (24/20 in)
2015 meter Row"
Kristin,"For Time
2 minute Hang Hold
100 Double-Unders
40 V-Ups
30 Cleans (80% max)
40 V-Ups
30 Cleans (80% max)
100 Double-Unders
2 minute Hang Hold"
Kubas,"AMRAP in 25 minutes
400 meter Run
11 Strict Pull-Ups
70 meter Walking Lunges
11 Strict Pull-Ups
70 Push-Ups
11 Strict Pull-Ups"
Kutschbach,"7 Rounds For Time
11 Back Squats (185/135 lb)
10 Jerks (135/95 lb)"
Kyle,"4 Rounds for Time
7 Deadlifts (300/195 lb)
40 Pull-Ups
40 Ring Dips
40 Box Jumps (24/20 in)
40 Wall Ball Shots (20/14 lb)"
Kyle Wilson,"AMRAP in 24 minutes
4 Bench Presses (225/155 lb)
12 Pull-Ups
16 calorie Assault Bike
5 Burpees"
Kyle&#039;s Birthday Sh!t Show,"For Time
400 meter Run

Then, 10 Rounds of:
5 Wall Ball Shots (20/14 lb)
3 Handstand Push-Ups
1 Power Clean (225/155 lb)

400 meter Run

Then, 10 Rounds of:
5 Wall Ball Shots (20/14 lb)
3 Bar Facing Burpees
1 Power Snatch (155/105 lb)

400 meter Run"
L.A.G.,"19 Rounds for Time (with a Partner)
2 Legless Rope Climbs
6 Kettlebell Swings (2/1.5 pood)
16 GHD Sit-Ups"
L1 Benchmark,"3 Rounds for Time:
15 Thrusters (95/65 lb)
12 Burpees"
Lactic Repeats,"3 Rounds for Time
250 meter Row
15 Kettlebell Swings (70/53 lb)
25 Burpees
15 Kettlebell Swings (70/53 lb)
250 meter Row

12 minute Rest after each round"
Laetitia,"For Time
2 Rounds of:
100 meter Run
75 Sit-Ups
200 meter Run
50 Push-Ups
300 meter Run
25 Toes-to-Bars
400 meter Run
25 Ring Dips

Then, perform:
300 Double-Unders
2,000 meter Row"
Laila,"6 Rounds for Time
100 Double-Unders
16 Cleans (60% max)
30 Pull-Ups"
Lambo,"21-15-9 Reps for Time
Squats Snatches (50/35 kg)
Kettlebell Swings (32/24 kg)
Toes-to-Bars

Buy-Out:
100 Double-Unders"
Lance Corporal Robert Martin Richards,"Two AMRAPs (in teams of 4) in 36 minutes
AMRAP in 4 minutes each of:
Toes-to-Bars
Push Presses (35/25 kg)
Double-Unders
Sumo Deadlift High-Pulls (35/25 kg)

Rest 4 minutes

Finally, AMRAP in 4 minutes each of:
Sumo Deadlift High-Pulls (35/25 kg)
Double-Unders
Push Presses (35/25 kg)
Toes-to-Bars"
Landon,"AMRAP in 30 minutes
800 meter Run
24 Box Jumps (24/20 in)
11 Front Squats (155/105 lb)
2 Bar Muscle-Ups"
Lane,"For Time (with a Partner)
800 meter Med Ball Run (20/14 lb)
28 Snatches (135/95 lb)
39 Burpee Box Jump-Overs (24/20 in)
84 Wall Ball Shots (20/14 lb)
800 meter Med Ball Run (20/14 lb)
84 Wall Ball Shots (20/14 lb)
39 Burpee Box Jump-Overs (24/20 in)
28 Clean-and-Jerks (135/95 lb)
800 Medicine Med Ball Run (20/14 lb)"
Lane,"5 Rounds for Max Reps
Hang Power Snatches (3/4 Bodyweight)
Handstand Push-Ups

Rest as needed between rounds"
Langsdorf,"3 Rounds for Time
800 meter Run
25 Chest-to-Bar Pull-Ups
35 American Kettlebell Swings (53/35 lb)
45 Bear Hug Jumping Squats (15/10 lb Medicine Ball)"
Langsdorf 347,"3 Rounds for Time
400 meter Run
7 Unbroken* Bear Complexes (135/95 lb)

* Burpee penalty for each drop of the barbell (3 Burpees for the 1st; 4 Burpees for the 2nd; 7 Burpees for each subsequent drop)"
Larry,"For Time
21-18-15-12-9-6-3 reps of:
Front Squats (115/75 lb)
Bar Facing Burpees
200 meter Sandbag Carry (80/50 lb)"
Las Vegas Anniversary,"AMRAP in 17 minutes
10 Burpees
1 Muscle-Up
58 Double-Unders

Buy-Out:
400 meter Plate Carry (45/25 lb)"
Lasse,"AMRAP in 28 minutes
From 0:00-4:00, AMRAP of:
400 meter Run
28 Lunges
Max Thrusters (60/40 kg)

Rest 2 minutes

From 6:00-10:00, AMRAP of:
400 meter Run
28 Lunges
Max Hang Power Cleans (60/40 kg)

Rest 2 minutes

From 12:00-16:00, AMRAP of:
400 meter Run
28 Lunges
Max Clean-and-Jerks (60/40 kg)

Rest 2 minutes

From 18:00-22:00, AMRAP of:
400 meter Run
28 Lunges
Max Front Squats (60/40 kg)

Rest 2 minutes

From 24:00-28:00, AMRAP of:
400 meter Run
28 Lunges
Max Deadlifts (60/40 kg)"
Last Alarm,"3 Rounds for Time
13 Deadlifts (225/155 lb)
13 Burpees
13 Dumbbell Clusters (2x50/35 lb)
13 Pull-Ups
13 Dumbbell Box Step-Ups (2x50/35 lb, 24/20 in)"
Last Breath,"6 Rounds for Time
100 meter Sprint
14 Thrusters (95/65 lb)
23 Burpees
40 Box Step-Ups (24/20 in)"
Last Man Standing,"For Load
Snatch Ladder

Women: 50-90 kg
Men: 90-120 kg"
Last Man Standing,"For Time
20 calorie Assault Bike
12 meter Kettlebell Overhead Walking Lunges (24/16 kg)"
Laura,"AMRAP (with a Partner) in 21 minutes
30 calorie Row
20 Burpees Over Rower
10 Power Cleans (155/105 lb)"
Laura Mayes,"4 Rounds for Time
40 Double-Unders
12 Shoulder-to-Overheads (135/95 lb)
12 Back Squats (135/95 lb)
12 Burpees"
Lawrence Stack,"For Time
50 Thrusters (45/35 lb)
50 Sit-Ups
50 Box Jumps (24/20 in)
50 Kettlebell Swings (24/16 kg)
50 Thrusters (45/35 lb)"
Lawrence Veling,"21-15-9 Reps for Time
Strict Handstand Push-Ups
Front Squats (185/115 lb)
Burpees"
Lawrence Virgilio,"For Time
50 Kettlebell Swings (24/16 kg)
50 Sit-Ups
50 Double-Unders
25 Kettlebell Swings (24/16 kg)
25 Sit-Ups
25 Double-Unders
12 Kettlebell Swings (24/16 kg)
12 Sit-Ups
12 Double-Unders
6 Kettlebell Swings (24/16 kg)
6 Sit-Ups
6 Double-Unders
3 Kettlebell Swings (24/16 kg)
3 Sit-Ups
3 Double-Unders"
Lazar Dukic,"For Time
3 Rounds of:
30 calorie Row
10 Bar Muscle-Ups

Rest 3 minutes

Then, 3 Rounds of:
30 calorie Row
15 Strict Handstand Push-Ups

Rest 3 minutes

Finally, 3 rounds of:
10 Bar Muscle-Ups
15 Strict Handstand Push-Ups

Time Cap: 99 minutes"
Leath,"10 Rounds for Time
4 Burpee Box Jump Overs (24/20 in)
9 American Kettlebell Swings (24/16 kg)
20 Push-Ups
24 Air Squats"
Ledesma,"AMRAP in 20 minutes
5 Parallette Handstand Push-Ups (6&quot; Deficit)
10 Toes Through Rings
15 Medicine Ball Cleans (20/14 lb)"
Lee,"5 Rounds For Time
400 meter Run
1 Deadlift (345/225 lb)
3 Squat Cleans (185/135 lb)
5 Push Jerks (185/135 lb)
3 Muscle-Ups
1 Rope Climb (15 ft)"
Lee Fehling,"3 Rounds for Time
50 Wall Ball Shots (20/14 lb)
10 Clean-and-Jerks (95/65 lb)"
Lee Rigby,"For Time
22 calorie Row
25 Squat Cleans (42.5/30 kg)
22 Double-Unders
25 Bar Over Burpees
22 Double-Unders
25 Push Presses (42.5/30 kg)
22 Double-Unders
25 Pull-Ups
22 calorie Row"
Legend,"6 Rounds for Time
12 Thrusters (135/95 lb)
5 Clean-and-Jerks (135/95 lb)
7 Lateral Burpees
5 Snatches (135/95 lb)
14 Box Jumps (24/20 in)
4 Deadlifts (135/95 lb)
47 Double-Unders"
Legend,"Four Tabatas for Total Reps in 19 minutes
Tabata Burpees
Tabata Lunges
Tabata Sit-Ups
Tabata Air Squats

Rest 1 minute between Tabatas"
Leger,"For Time (in a team of 6)
400 meter Run
21 Thrusters (70/50 lb)
30 Pull-Ups
800 meter Run
30 Pull-Ups
21 Thrusters (70/50 lb)
400 meter Run"
Legion 8,"8 Rounds For Time
8 Thrusters (75/55 lb)
8 Chest-to-Bar Pull-Ups
8 Clapping Push-Ups
8 Power Snatches (75/55 lb)
8 Knees-to-Elbows
8 Sumo Deadlift High-Pulls (75/55 lb)
8 Handstand Push-Ups
8 Toes-to-Bar

Then 800 meter Run"
Legless,"For Time
27 Thrusters (95/65 lb)
4 Legless Rope Climbs (15 ft)
21 Thrusters (95/65 lb)
3 Legless Rope Climbs (15 ft)
15 Thrusters (95/65 lb)
2 Legless Rope Climbs (15 ft)
9 Thrusters (95/65 lb)
1 Legless Rope Climb (15 ft)

Time Cap: 10 minutes"
Lem,"For Time
Buy-In: 52 Air Squats

Then, 4 Rounds of:
300 meter Run
15 Navy SEAL Push-Ups
23 Sit-Ups
7 Strict Pull-Ups

Buy-Out: 52 Burpees"
Lennon,"For Time
5 Rounds of:
1,000 meter Run
25 Push-Ups

Rest 5 minutes

Then, 4 Rounds of:
500 meter Row

Rest 1 minute

Time Cap: 55 minutes"
Leon Smith Jr.,"For Time
20 Toes-to-Bars
20 Shoulder-to-Overheads (135/95 lb)
20 Handstand Push-Ups
20 Overhead Squats (135/95 lb)
20 Double-Unders
18 Clean-and-Jerks (135/95 lb)"
Leonard Ragaglia,"For Time
20 Push Presses (65% of 1 RM)
20 Burpees
15 Push Presses (70% of 1 RM)
15 Burpees
10 Push Presses (75% of 1 RM)
10 Burpees
5 Push Presses (80% of 1 RM)
5 Burpees"
Leprechaun,"3 Rounds for Time
17 Push Presses (95/65 lb)
20 Bar-Facing Burpees
16 Power Snatches (95/65 lb)
400 meter Run (backwards)"
Lesley,"AMRAP in 35 minutes
24 Jumping Lunges
24 Hollow Rocks
24 Air Squats
24 AbMat Sit-Ups
24 Burpees"
Let’s Go Champ,"For Time
Buy-In: 710 meter Row

8 Rounds of:
15 seconds Clapping
11 Deadlifts (80/45 kg)
11 Bar Over Burpees 
10 Goblet Squats (24/15 kg)

Buy-Out: 710 meter Row"
Leyla,"For Time
Buy-In: 800 meter Sandbag Run (60/40 lb)

Then, 10 Rounds of:
10 Overhead Squats (95/65 lb)
10 Lateral Burpees Over Bar
10 Clean-and-Jerks (95/65 lb)

Buy-Out: 800 meter Sandbag Run (60/40 lb)"
Liam,"For Time
800 meter Run (with 45 lb Plate)
100 Toes-to-Bars
50 Front Squats (155/105 lb)
10 Rope Climbs (15 ft)
800 meter Run (with 45 lb Plate)"
Liam's Life,"For Time (with a Partner)

Partner A: 25 Wall Ball Shots (20/14 lb), 15 Toes-to-Bars
Partner B: Barbell Hang Hold (65/55 lb)
Partners switch then repeat.

Partner A: 25 Box Jumps (24/20 in), 15 Pull-Ups
Partner B: Barbell Overhead Hold (65/55 lb)
Partners switch then repeat.

Partner A: 25 Power Cleans (65/55 lb), 15 Handstand Push-Ups
Partner B: Pull-Up Bar Hang Hold
Partners switch then repeat.

Partner A: 25 Back Squats (95/65 lb), 15 Shoulder-to-Overheads (95/65 lb)
Partner B: Handstand Hold
Partners switch then repeat.

Partner A: 25 Kettlebell Swings (24/16 kg), 15 Burpees
Partner B: Barbell Front Rack Hold (95/65 lb)
Partners switch then repeat."
Libke,"11 Rounds for Time (with a Partner)
4 Rope Climbs (15 ft)
20 Alternating Dumbbell Squat Clusters (45/35 lb)
13 Box Jump Overs (24/20 in)

Time Cap: 40 minutes"
Lift Up Luke,"AMRAP in 5 minutes
4 Power Cleans (155/105 lb)
24 Double-Unders
10 Pull-Ups"
Light & Heavy,"For Time
5 Rounds of:
2 Deadlifts (200/140 kg)
10 Bar Facing Burpees

Then, perform:
10 Rope Climbs
20 meter Front Rack Lunges (100/70 kg)

Time Cap: 12 minutes"
Light Linda,"For Time
24-21-18-15-12-9-6-3 reps of:
Deadlifts (Bodyweight)
Bench Presses (3/4 Bodyweight)
Squat Cleans (1/2 Bodyweight)"
Linchpin Test 1,"For Time
400 meter Run

21-15-9 Reps of:
Thrusters (75/55 lb)
Pull-Ups

400 meter Run

21-15-9 Reps of:
Thrusters (75/55 lb)
Pull-Ups

400 meter run"
Linchpin Test 10,"5 Rounds for Time
15 Wall Ball Shots (20/14 lb)
15 Power Cleans (95/65 lb)"
Linchpin Test 11,"For Time
7 Squat Snatches (185/135 lb)
11 Muscle-Ups
100 Double-Unders
11 Muscle-Ups
7 Squat Snatches (185/135 lb)"
Linchpin Test 12,"For Time
400 meter Run
15 Clean-and-Jerks (135/95 lb)
3 Rope Climbs (15 ft)

400 meter Run
12 Clean-and-Jerks (135/95 lb)
2 Rope Climbs

400 meter run
9 Clean-and-Jerks (135/95 lb)
1 Rope Climb"
Linchpin Test 13,"For Time
400 meter Run*
20-19-18-17-16-15-14-13-12-11-10-9-8-7-6-5-4-3-2-1 Burpees

Wear a Weight Vest (20/14 lb)

*Perform the 400 meter Run before each set of Burpees"
Linchpin Test 14,"For Time
15 Clean-and-Jerks (135/95 lb)
30/20 calorie Air Bike
15 Clean-and-Jerks (135/95 lb)"
Linchpin Test 2,"3 Rounds for Time
5 Muscle-Ups
10 Squat Cleans (135/95 lb)
20 Box Jumps (24/20 in)"
Linchpin Test 3,"3 Rounds for Time
21 Wall Ball Shots (20/14 lb)
14 Handstand Push-Ups
7 Deadlifts (315/205 lb)"
Linchpin Test 4,"2 Rounds for Time
18 calorie Row
15 Thrusters (95/65 lb)
12 Chest-to-Bar Pull-Ups"
Linchpin Test 5,"For Time
20 Back Squats (225/155 lb)
2 mile Run
20 Back Squats (225/155 lb)"
Linchpin Test 6,"4 Rounds for Time
21 Wall Ball Shots (20/14 lb)
18 Pull-Ups
15 Kettlebell Swings (1.5/1 pood)
12 Handstand Push-Ups"
Linchpin Test 7,"4 Rounds for Time
4 Power Cleans (205/145 lb)
4 Front Squats (205/145 lb)
4 Shoulder-to-Overheads (205/145 lb)"
Linchpin Test 8,"3 Rounds for Time
21 Deadlifts (185/135 lb)
7 Overhead Squats (185/135 lb)"
Linchpin Test 9,"5 Rounds for Time
50 foot Handstand Walk
5 Squat Cleans (225/155 lb)"
Lincoln Quappe,"For Time
10-9-8-7-6-5-4-3-2-1 reps of:
Thrusters (95/65 lb)

1-2-3-4-5-6-7-8-9-10 reps of:
Burpees"
Linda,"For Time
""Linda""
10-9-8-7-6-5-4-3-2-1 Reps of:
Deadlifts (295/220 lb)
Bench Presses (195/135 lb)
Squat Cleans (145/105 lb)

Time Cap: 17 minutes"
Linda,"10-9-8-7-6-5-4-3-2-1 Reps, For Time
Deadlift (1½ bodyweight)
Bench Press (bodyweight)
Clean (¾ bodyweight)"
Lindsay,"For Time
24 calorie Row
24 Box Jumps
24 Push-Ups
24 Snatches (75/55 lb)
24 Pull-Ups
24 Burpees
24 Thrusters (75/55 lb)
24 Air Squats
24 AbMat Sit-Ups
24 Clean-and-Jerks (75/55 lb)
2 x 400 meter Run
24 Walking Lunges
24 Push Presses (75/55 lb)
24 Kettlebell Swings (53/35 lb)
24 Front Squats (75/55 lb)
24 Toes-to-Bars/Knee Raises
24 Overhead Squats
24 Ring Dips
24 Wall Ball Shots (20/14 lb)
24 Double Unders
24 Handstand Push-Ups
24 Kettlebell Snatches (53/35 lb) (alternating)
24 Deadlifts (75/55 lb)
24 Hang Squat Cleans (75/55 lb)"
Lindskog,"5 Rounds for Time
500 meter Run
20 Box Jumps (24/20 in)
20 Pull-Ups
5 Handstand Push-Ups"
Liquid Cocaine,"5 Rounds for Time
5 Clean-and-Jerks (155/105 lb)
10 Chest-to-Bar Pull-Ups"
Locke,"For Time
Buy-In: 565 meter Row

Then, 7 rounds of:
9 Deadlifts (185/125 lb)
25 Push-Ups
21 Box Step-Ups (24/20 in)

Cash-Out: 565 meter Row"
Lola,"5 Rounds For Time
30 Double-Unders
20 Knees-to-Elbows
10 Handstand Push-Ups"
Looney,"7 Rounds for Time
400 meter Run
29 Overhead Lunges (95/63 lb)

Time Cap: 40 minutes"
Lopez,"AMRAP in 60 minutes
800 meter Run
25 meter Sled Push
25 Wall Ball Shots (20/14 lb)
25 meter Sled Push"
Loredo,"6 Rounds For Time
24 Air Squats
24 Push-Ups
24 Walking Lunge Steps
400 meter Run"
Lorenzo,"For Time
Buy-In: 1,000 meter Run

Then, 5 Rounds of:
15 Push-Ups
20 Medicine Ball Cleans (20/14 lb)
21 Burpees

Buy-Out: 1,000 meter Run"
Los,"AMRAP in 15 minutes
5 Hang Cleans (95/65 lb)
18 Double-Unders
20 seconds Rest

Then, from 15:00-21:00:
1 Rep Max Clean-and-Jerk"
Louis Arena,"4 Rounds for Time
10 Back Squats (275/205 lb)
400 meter Run"
Louis Modafferi,"For Time
800 meter Run
50 Box Jumps (24/20 in)
100 Kettlebell Swings (24/16 kg)
150 Double-Unders
800 meter Run"
Lovelace,"For Time
5 mile run
6 minute Plank Hold (cumulative)
20 Burpee Pull-Ups
160 Walking Lunges
64 Push-Ups
64 Sit-Ups"
Lowry,"For Time
Buy-in: 1 mile Run

Then, 3 Rounds of:
11 Clusters (135/95 lb)
24 Box Jumps (24/20 in)
23 AbMat Sit-Ups

Cash-out: 2012 meter Row"
Lt John,"3 Rounds of:
Max Unbroken Clean-and-Jerks (Bodyweight)
400 meter Run
15 GHD Sit-Ups"
Lt. Bill DiBlasio,"3 Rounds for Time
200 meter Run
25 Kettlebell Swings (50/35 lb)
20 Push-Ups
15 Kettlebell Swings (50/35 lb)
10 Skull Crushers (35/25 lb)
200 meter Run"
Lt. Brad Clark,"For Time
Buy-In: 95 Double-Unders

6 Rounds of:
10 Single Arm Dumbbell Clean-and-Presses (50/35 lb) (alternating)
11 Burpees
18 Weighted Lunges (50/35 lb) (alternating)

Cash-Out: 95 Double-Unders"
Lt. Brian Sullivan,"AMRAP in 20 minutes
20 calorie Row
10 Dumbbell Overhead Presses (2x50/35 lb)
20 Sandbag Alternating Lunges (100/75 lb)
20 Box Step-Ups (24/20 in)"
Lucas,"3 Rounds for Time
30 Weighted Sit-Ups (15/10 kg)
24 Box Jumps (60/50 cm)
30 Kettlebell Swings (20/16 kg)
24 Burpees
30 Deadlifts (50% 1RM)
24 Wall Ball Shots (9/6 kg)
30 Push-Ups
24 Air Squats
30 Double-Unders"
Luce,"3 Rounds For Time
1,000 meter Run
10 Muscle-Ups
100 Air Squats

Wear a Weight Vest (20/14 lb)"
Luck of the Irish,"5 Rounds for Time
17 Kettlebell Swings (53/35 lb)
17 Knees-to-Elbows
17 Sumo Deadlift High-Pulls (53/35 lb)
17 Goblet Squats (53/35 lb)"
Luck of the Leprechaun,"4 Rounds for Time
10 Wall Ball Shots (20/14 lb)
15 Burpees
20 Kettlebell Swings (1.5/1 pood)
25 Double-Unders"
Lucky 13,"3 Rounds for Time
13 Push-Ups
13 Sit-Ups
13 Box Jumps (20 in)
13 Kettlebell Swings (1.5/1 pood)
13 Push Presses (45/35 lb)
13 Walking Lunges (each leg)
13 Mountain Climbers
13 Knees-to-Elbows
13 Pull-Ups
13 Parallel Bar Dips
13 Air Squats
13 Back Extensions
13 Burpees"
Lucky Sevens,"5 Rounds for Time
7 Bar Muscle-Ups
7 Dumbbell Squat Clean Thrusters (2x70/50 lb)"
Luke,"For Time
400 meter Run
15 Clean-and-Jerks (155/105 lb)
400 meter Run
30 Toes-to-Bars
400 meter Run
45 Wall Ball Shots (20/14 lb)
400 meter Run
45 Kettlebell Swings (1.5/1 pood)
400 meter Run
30 Ring Dips
400 meter Run
15 Weighted Lunge Steps (155/105 lb)
400 meter Run"
Lumberjack 20,"For Time
20 Deadlifts (275/185 lb)
400 meter Run
20 Kettlebell Swings (2/1.5 pood)
400 meter Run
20 Overhead Squats (115/75 lb)
400 meter Run
20 Burpees
400 meter Run
20 Chest-to-Bar Pull-Ups
400 meter Run
20 Box Jumps (24/20 in)
400 meter Run
20 Dumbbell Squat Cleans (45/35 lb)
400 meter Run"
Lumpy,"3 Rounds for Time
250 meter Row
6 Power Cleans (135/95 lb)
6 Thrusters (135/95 lb)
9 Deadlifts (135/95 lb)
9 Sumo Deadlift High-Pulls (135/95 lb)"
Lund,"For Time
800 meter Run
12 Pull-Ups
24 Kettlebell Swings
48 Toes-to-Bars
96 Sit-Ups
48 Push-Ups
24 Deadlifts (225/185 lb)
12 Pull-Ups
800 meter Run"
Lupo,"For Time (with a Partner)
Cash-In: 1,943 meter Row

100 Wall Ball Shots (20/14 lb)
90 Deadlifts (135/95 lb)
80 Hand Release Push-Ups
70 Box Jumps (24/20 in)
60 Toes-to-Bars
50 Burpees
40 Power Cleans (135/95 lb)
30 Push Presses (135/95 lb)
20 Weighted Lunges (20/14 lb)
10 Thrusters (135/95 lb)

Cash-Out: 1,967 Row

Time Cap: 50 minutes"
Lyla,"For Time:
10-9-8-7-6-5-4-3-2-1 reps of
Muscle-Ups
Clean-and-Jerks (Bodyweight)"
Lynne,"As Many Repetitions as Possible in 5 Rounds of:
Max Bench Press (bodyweight)
Max Pull-Ups"
M.I.R.,"AMRAP (with a Partner) in 30 minutes
Station 1: ""Michalski""
From 0:00-10:00, Partner A performs:
23 Wall Ball Shots (20/14 lb)
53 Double-Unders

Partner B performs AbMat Sit-Ups*

Station 2: ""Irvine""
From 10:01-20:00, perform:
30 Alternating Dumbbell Snatches (50/35 lb)
14 Box Jumps (24/20 in)

Partner B performs Wall Sit*

Station 3: ""Rittner""
From 20:01-30:00, perform:
12 Deadlifts (225/155 lb)
860 meter Run

Partner B performs Burpees*

* Partner B performs the solo movement while Partner A does as many reps as possible of the couplet for the current station. Partners switch as needed."
MA3 Oscar Temores,"8 Rounds for Time
11 Hand Release Push-Ups
30 Walking Lunges
19 Sit-Ups"
Mabry Medley,"3 Rounds for Time
4/2 Handstand Push-Ups
8/6 Ground-to-Overheads (135/95 lb)
12/10 Burpees"
Mac,"2 Rounds for Time
50 Air Squats
5 Pull-Ups
7 Burpees
2 minute Plank Hold (cumulative)
50 Push-Ups"
MACC Qualifier 19.5,"3 Rounds for Time
50 Air Squats
7 Ring Muscle-Ups
1 round of &quot;DT&quot;*

*&quot;DT&quot;
12 Deadlifts (185/125 lb)
9 Hang Power Cleans (185/125 lb)
6 Shoulder-to-Overheads (185/125 lb)

Time Cap: 30 minutes"
Macho Man,"EMOM for as Long as Possible
3 Power Cleans (185/135 lb)
3 Front Squats (185/135 lb)
3 Jerks (185/135 lb)"
Mack Robinson,"6 Rounds for Time
10 Burpee Broad Jumps
200 meter Run

Rest 1 minute"
MACV - SOG,"For Time (with a Partner)
100 No Push-Up Ruck Burpees (30/20 lb)

Then, 2 Rounds of:
24 Ruck Swings (30/20 lb)
64 Push-Ups
24 Ruck Squats (30/20 lb)
64 Sit-Ups"
Mad Miles,"4 Rounds for Time
Buy-In:
1 mile Assault Air Bike

Then, 4 Rounds of:
5 Bear Complexes (135/95 lb)
10 Pull-Ups
10 Push-Ups
400 meter Run

Buy-Out:
1 mile Assault Air Bike"
Maddie,"AMRAP in 16 minutes
4 Squat Cleans (135/95 lb)
11 Burpee Box Jump Overs (24/20 in)
20 Double-Unders"
Maddox,"AMRAP in 21 minutes
10 Burpees
3 Rope Climbs
19 Deadlifts (210/145 lb)"
Madison Triplet,"5 Rounds for Time
450 meter Run
7 Hay Bale Clean Burpees (100/70 lb)

Time Cap: 20 minutes"
Madison Triplus,"For Time
500 meter Swim
1000 meter Paddle
2000 meter Run

Time Cap: 40 minutes"
Mafia 57,"5 Rounds for Time
530 meter Run
50 Alternating Walking Lunges
38 Sit-Ups
25 Push-Ups
19 Kettlebell Swings (53/35 lb)
9 Burpees Over Kettlebell"
Maggie,"8 Rounds for Time
8 Handstand Push-Ups
8 Air Squats
8 Toes-to-Bars
8 Push Jerks (135/95 lb)
8 Deadlifts (135/95 lb)
8 Jump Lunges
8 Box Jumps (24/20 in)
80 meter Run

Time Cap: 40 minutes"
Maggie,"5 Rounds for Time
20 Handstand Push-Ups
40 Pull-Ups
60 Pistols (Alternating Legs)"
Magpie,"3 Rounds For Time
800 meter Run
20 Knees-to-Elbows
30 Kettlebell Swings (24/16 kg)
40 Sumo Deadlift High-Pulls (40/30 kg)"
Mahan,"AMRAP in 45 minutes
800 meter Run
7 Pull Ups
10 Hang Clean (115/75 lb)
21 Wall Balls (20/14 lb)

After the first 800 meter Run, perform 1 round of the 7/10/21 movements. After the second Run, perform 2 rounds. Continue adding 1 extra round after each 800 meter Run."
Mahsa,"22 Rounds for Time (with a Partner)
13 Wall Ball Shots (9/7 kg)
7 Devil Presses (2x22.5/15 kg)
9 Box Jump Overs (60/45 cm)"
Mahsa,"AMRAP in 22 minutes
1 Rope Climb 
9 Thrusters (135/95 lb)
13 Bar Facing Burpees 
200 meter Run"
Main Course,"For Time
60/50 calorie Assault Bike
50 Toes-to-Bars
40 Shoulder-to-Overheads (115/75 lb)
30 Bar Facing Burpees
20 Overhead Squats (115/75 lb)"
